time,acceleration,velocity,height,mass
0,0,0,0,30.0000000000000
0.0100000000000000,156.8566667,1.56856666667387,0.0156856666667387,29.9714285714287
0.0200000000000000,156.9828661,3.13839532757178,0.0470696199424565,29.9428571428574
0.0300000000000000,157.0437749,4.70883307648823,0.0941579507073387,29.9142857142861
0.0400000000000000,157.0391305,6.27922438116744,0.156950194519013,29.8857142857148
0.0500000000000000,156.9687793,7.84891217451543,0.235439316264167,29.8571428571434
0.0600000000000000,156.8326780,9.41723895467818,0.329611705810949,29.8285714285721
0.0700000000000000,156.6308935,10.9835478901491,0.439447184712440,29.8000000000008
0.0800000000000000,156.3636036,12.5471839259937,0.564919023972377,29.7714285714295
0.0900000000000000,156.0310961,14.1074948870763,0.705993972843140,29.7428571428582
0.100000000000000,155.6337688,15.6638325746357,0.862632298589498,29.7142857142869
0.110000000000000,155.1721277,17.2155538519099,1.03478783710860,29.6857142857156
0.120000000000000,154.6467863,18.7620217152871,1.22240805426147,29.6571428571443
0.130000000000000,154.0584632,20.3026063469797,1.42543411773127,29.6285714285730
0.140000000000000,153.4079799,21.8366861456074,1.64380097918734,29.6000000000016
0.150000000000000,152.6962585,23.3636487310752,1.87743746649809,29.5714285714303
0.160000000000000,151.9243189,24.8828919203207,2.12626638570130,29.5428571428590
0.170000000000000,151.0932750,26.3938246707246,2.39020463240854,29.5142857142877
0.180000000000000,150.2043317,27.8958679880202,2.66916331228875,29.4857142857164
0.190000000000000,149.2587808,29.3884557958134,2.96304787024688,29.4571428571451
0.200000000000000,148.2579968,30.8710357640684,3.27175822788756,29.4285714285738
0.210000000000000,147.2034330,32.3430700941384,3.59518892882895,29.4000000000025
0.220000000000000,146.0966164,33.8040362580493,3.93322929140944,29.3714285714312
0.230000000000000,144.9391432,35.2534276900813,4.28576356831025,29.3428571428598
0.240000000000000,143.7326739,36.6907544290461,4.65267111260071,29.3142857142885
0.250000000000000,142.4789281,38.1155437096581,5.03382654969730,29.2857142857172
0.260000000000000,141.1796792,39.5273405019380,5.42909995471668,29.2571428571459
0.270000000000000,139.8367496,40.9257079976797,5.83835703469347,29.2285714285746
0.280000000000000,138.4520046,42.3102280432917,6.26145931512639,29.2000000000033
0.290000000000000,137.0273475,43.6805015186779,6.69826433031317,29.1714285714320
0.300000000000000,135.5647143,45.0361486620083,7.14862581693325,29.1428571428607
0.310000000000000,134.0660678,46.3768093404919,7.61239391033817,29.1142857142894
0.320000000000000,132.5333927,47.7021432674862,8.08941534301303,29.0857142857180
0.330000000000000,130.9686899,49.0118301666342,8.57953364467938,29.0571428571467
0.340000000000000,129.3739717,50.3055698836967,9.08258934351634,29.0285714285754
0.350000000000000,127.7512564,51.5830824472196,9.59842016798854,29.0000000000041
0.360000000000000,126.1025632,52.8441080792434,10.1268612487810,28.9714285714328
0.370000000000000,124.4299078,54.0884071574733,10.6677453203557,28.9428571428615
0.380000000000000,122.7352973,55.3157601304352,11.2209029216601,28.9142857142902
0.390000000000000,121.0207257,56.5259673874173,11.7861625955342,28.8857142857189
0.400000000000000,119.2881698,57.7188490850478,12.3633510863847,28.8571428571476
0.410000000000000,117.5395847,58.8942449325044,12.9522935357098,28.8285714285762
0.420000000000000,115.7769005,60.0520139374118,13.5528136750839,28.8000000000049
0.430000000000000,114.0020177,61.1920341147203,14.1647340162311,28.7714285714336
0.440000000000000,112.2168046,62.3142021606956,14.7878760378380,28.7428571428623
0.450000000000000,110.4230934,63.4184330944810,15.4220603687828,28.7142857142910
0.460000000000000,108.6226775,64.5046598694287,16.0671069674771,28.6857142857197
0.470000000000000,106.8173087,65.5728329567797,16.7228352970449,28.6571428571484
0.480000000000000,105.0086947,66.6229199039191,17.3890644960841,28.6285714285771
0.490000000000000,103.1984966,67.6549048697110,18.0656135447812,28.6000000000057
0.500000000000000,101.3883270,68.6687881392892,18.7523014261741,28.5714285714344
0.510000000000000,99.57974813,69.6645856205839,19.4489472823800,28.5428571428631
0.520000000000000,97.77427045,70.6423283250443,20.1553705656304,28.5142857142918
0.530000000000000,95.97335097,71.6020618347358,20.8713911839778,28.4857142857205
0.540000000000000,94.17839233,72.5438457580283,21.5968296415580,28.4571428571492
0.550000000000000,92.39074181,73.4677531761210,22.3315071733193,28.4285714285779
0.560000000000000,90.61169062,74.3738700823579,23.0752458741428,28.4000000000066
0.570000000000000,88.84247341,75.2622948164399,23.8278688223072,28.3714285714353
0.580000000000000,87.08426790,76.1331374954525,24.5892001972618,28.3428571428639
0.590000000000000,85.33819480,76.9865194434579,25.3590653916963,28.3142857142926
0.600000000000000,83.60531780,77.8225726214517,26.1372911179109,28.2857142857213
0.610000000000000,81.88664379,78.6414390593301,26.9237055085042,28.2571428571500
0.620000000000000,80.18312320,79.4432702913694,27.7181382114179,28.2285714285787
0.630000000000000,78.49565053,80.2282267967053,28.5204204793849,28.2000000000074
0.640000000000000,76.82506494,80.9964774461090,29.3303852538460,28.1714285714361
0.650000000000000,75.17215102,81.7481989563536,30.1478672434095,28.1428571428648
0.660000000000000,73.53763969,82.4835753532406,30.9727029969419,28.1142857142935
0.670000000000000,71.92220912,83.2027974444255,31.8047309713862,28.0857142857221
0.680000000000000,70.32648585,83.9060623028967,32.6437915944152,28.0571428571508
0.690000000000000,68.75104591,84.5935727619845,33.4897273220350,28.0285714285795
0.700000000000000,67.19641607,85.2655369227193,34.3423826912622,28.0000000000082
0.710000000000000,65.66307514,85.9221676740888,35.2016043680031,27.9714285714369
0.720000000000000,64.15145528,86.5636822268926,36.0672411902720,27.9428571428656
